SubjectID,lat,lon,time_durations,start_time,end_time,DBScan_labels,DBScan_loc,DBSCAN_Lat,DBSCAN_Lon
u00,43.7066,-72.28706,3600,1364494700,1364498300,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28704,2400,1364504300,1364506700,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28706,3600,1364507900,1364511500,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28701,3600,1364512700,1364516300,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28708,1199,1364521110,1364522300,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28702,1200,1364524700,1364525900,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28705,1200,1364527100,1364528300,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28705,2400,1364534300,1364536700,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28701,3600,1364539100,1364542700,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70663,-72.287,2400,1364543900,1364546300,1,"(43.7066291, -72.28700295000002)",43.7066291,-72.28700295000002
u00,43.70662,-72.28702,1200,1364557100,1364558300,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28703,4800,1364560700,1364565500,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28703,1200,1364569100,1364570300,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28703,2400,1364571500,1364573900,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.287,1200,1364575100,1364576300,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28705,1200,1364587100,1364588300,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28701,1200,1364593100,1364594300,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28706,2400,1364611100,1364613500,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70663,-72.28703,1200,1364615900,1364617100,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28704,2400,1364620700,1364623100,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28702,2400,1364626700,1364629100,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28705,2400,1364630300,1364632700,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28704,2400,1364636300,1364638700,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28703,7200,1364641100,1364648300,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28703,3600,1364653100,1364656700,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28705,1200,1364674330,1364675530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70565,-72.28318,1200,1364694730,1364695930,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70563,-72.2832,1200,1364700730,1364701930,3,"(43.7056291, -72.28319859999998)",43.7056291,-72.28319859999998
u00,43.7056,-72.28318,1200,1364718730,1364719930,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70564,-72.28319,1200,1364727130,1364728330,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70662,-72.28703,2400,1364740330,1364742730,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28702,2400,1364745130,1364747530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28703,1200,1364754730,1364755930,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28701,2400,1364758330,1364760730,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28701,1200,1364764330,1364765530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28703,1200,1364776330,1364777530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28703,1199,1364778730,1364779930,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28704,9600,1364782330,1364791930,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28705,1200,1364793130,1364794330,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28704,1200,1364795530,1364796730,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70565,-72.28322,2400,1364799130,1364801530,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70661,-72.28703,2400,1364832730,1364835130,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28703,1200,1364838730,1364839930,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.287,1200,1364843530,1364844730,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28704,6000,1364845930,1364851930,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70566,-72.28316,2400,1364865130,1364867530,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70566,-72.28317,1200,1364880730,1364881930,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70568,-72.28316,1200,1364892730,1364893930,4,"(43.70567565, -72.2831636)",43.70567565,-72.2831636
u00,43.70565,-72.28318,2400,1364898730,1364901130,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.7066,-72.28704,3600,1364917930,1364921530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28703,2400,1364952730,1364955130,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28705,2400,1364957530,1364959930,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70564,-72.28322,1200,1364969530,1364970730,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70565,-72.28317,1200,1364975530,1364976730,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70566,-72.28318,1200,1364989930,1364991130,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70565,-72.2832,1200,1364995930,1364997130,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70563,-72.28318,1200,1365006730,1365007930,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70661,-72.28704,7200,1365016330,1365023530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28703,1200,1365031930,1365033130,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28707,1200,1365042730,1365043930,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70659,-72.28707,3600,1365047530,1365051130,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70565,-72.28319,2400,1365070330,1365072730,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70566,-72.2832,2400,1365082330,1365084730,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70567,-72.28318,2400,1365085930,1365088330,5,"(43.70567545, -72.28317755)",43.70567545,-72.28317755
u00,43.70661,-72.28705,2400,1365097930,1365100330,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28705,4800,1365101530,1365106330,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28707,1200,1365108730,1365109930,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28707,2400,1365113530,1365115930,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28705,1200,1365118330,1365119530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28704,2400,1365127930,1365130330,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28703,1200,1365131530,1365132730,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70565,-72.28321,1200,1365143530,1365144730,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70566,-72.28319,4800,1365145930,1365150730,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70568,-72.28318,2395,1365151930,1365154330,5,"(43.70567545, -72.28317755)",43.70567545,-72.28317755
u00,43.70567,-72.28318,2400,1365156730,1365159130,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70564,-72.28321,2400,1365162730,1365165130,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70564,-72.28324,1200,1365166330,1365167530,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70862,-72.28362,2400,1365171130,1365173530,6,"(43.708618200000004, -72.28362235)",43.708618200000004,-72.28362235
u00,43.70563,-72.28325,1200,1365177130,1365178330,7,"(43.705629099999996, -72.28325104999999)",43.705629099999996,-72.28325104999999
u00,43.70661,-72.28705,2400,1365190330,1365192730,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70662,-72.28705,2400,1365201130,1365203530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70564,-72.2832,1200,1365216730,1365217930,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70565,-72.2832,2400,1365221530,1365223930,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70565,-72.28316,1200,1365251530,1365252730,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70565,-72.2832,3600,1365263530,1365267130,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70564,-72.28318,1200,1365268330,1365269530,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70565,-72.28316,1200,1365273130,1365274330,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70565,-72.28319,1200,1365281530,1365282730,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.7066,-72.28705,1200,1365287530,1365288730,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70661,-72.28707,2400,1365292330,1365294730,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28703,2400,1365297130,1365299530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28703,3601,1365307930,1365311530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70568,-72.28318,1200,1365322330,1365323530,5,"(43.70567545, -72.28317755)",43.70567545,-72.28317755
u00,43.70567,-72.28318,1200,1365327130,1365328330,5,"(43.70567545, -72.28317755)",43.70567545,-72.28317755
u00,43.70565,-72.28316,2400,1365339130,1365341530,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70566,-72.28319,1200,1365359530,1365360730,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.70659,-72.28702,2400,1365384730,1365387130,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.7066,-72.28703,2400,1365393130,1365395530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
u00,43.70565,-72.28322,2401,1365414730,1365417130,2,"(43.70562869999999, -72.28316875)",43.70562869999999,-72.28316875
u00,43.709,-72.2841,2400,1365444730,1365447130,8,"(43.7090005, -72.28410410000001)",43.7090005,-72.28410410000001
u00,43.70661,-72.28706,2400,1365453130,1365455530,0,"(43.70661379999999, -72.28705253333334)",43.70661379999999,-72.28705253333334
